COUNTRY_CODE,SUBNATIONAL1_CODE,SUBNATIONAL2_CODE,SUBNATIONAL2_NAME
US,US-TN,US-TN-123,Monroe
US,US-TN,US-TN-125,Montgomery
US,US-TN,US-TN-127,Moore
US,US-TN,US-TN-129,Morgan
US,US-TN,US-TN-131,Obion
US,US-TN,US-TN-133,Overton
US,US-TN,US-TN-135,Perry
US,US-TN,US-TN-137,Pickett
US,US-TN,US-TN-139,Polk
US,US-TN,US-TN-141,Putnam
US,US-TN,US-TN-143,Rhea
US,US-TN,US-TN-145,Roane
US,US-TN,US-TN-147,Robertson
US,US-TN,US-TN-149,Rutherford
US,US-TN,US-TN-151,Scott
US,US-TN,US-TN-153,Sequatchie
US,US-TN,US-TN-155,Sevier
US,US-TN,US-TN-157,Shelby
US,US-TN,US-TN-159,Smith
US,US-TN,US-TN-161,Stewart
US,US-TN,US-TN-163,Sullivan
US,US-TN,US-TN-165,Sumner
US,US-TN,US-TN-167,Tipton
US,US-TN,US-TN-169,Trousdale
US,US-TN,US-TN-171,Unicoi
US,US-TN,US-TN-173,Union
US,US-TN,US-TN-175,Van Buren
US,US-TN,US-TN-177,Warren
US,US-TN,US-TN-179,Washington
US,US-TN,US-TN-181,Wayne
US,US-TN,US-TN-183,Weakley
US,US-TN,US-TN-185,White
US,US-TN,US-TN-187,Williamson
US,US-TN,US-TN-189,Wilson
US,US-TX,US-TX-001,Anderson
US,US-TX,US-TX-003,Andrews
US,US-TX,US-TX-005,Angelina
US,US-TX,US-TX-007,Aransas
US,US-TX,US-TX-009,Archer
US,US-TX,US-TX-011,Armstrong
US,US-TX,US-TX-013,Atascosa
US,US-TX,US-TX-015,Austin
US,US-TX,US-TX-017,Bailey
US,US-TX,US-TX-019,Bandera
US,US-TX,US-TX-021,Bastrop
US,US-TX,US-TX-023,Baylor
US,US-TX,US-TX-025,Bee
US,US-TX,US-TX-027,Bell
US,US-TX,US-TX-029,Bexar
US,US-TX,US-TX-031,Blanco
US,US-TX,US-TX-033,Borden
US,US-TX,US-TX-035,Bosque
US,US-TX,US-TX-037,Bowie
US,US-TX,US-TX-039,Brazoria
US,US-TX,US-TX-041,Brazos
US,US-TX,US-TX-043,Brewster
US,US-TX,US-TX-045,Briscoe
US,US-TX,US-TX-047,Brooks
US,US-TX,US-TX-049,Brown
US,US-TX,US-TX-051,Burleson
US,US-TX,US-TX-053,Burnet
US,US-TX,US-TX-055,Caldwell
US,US-TX,US-TX-057,Calhoun
US,US-TX,US-TX-059,Callahan
US,US-TX,US-TX-061,Cameron
US,US-TX,US-TX-063,Camp
US,US-TX,US-TX-065,Carson
US,US-TX,US-TX-067,Cass
US,US-TX,US-TX-069,Castro
US,US-TX,US-TX-071,Chambers
US,US-TX,US-TX-073,Cherokee
US,US-TX,US-TX-075,Childress
US,US-TX,US-TX-077,Clay
US,US-TX,US-TX-079,Cochran
US,US-TX,US-TX-081,Coke
US,US-TX,US-TX-083,Coleman
US,US-TX,US-TX-085,Collin
US,US-TX,US-TX-087,Collingsworth
US,US-TX,US-TX-089,Colorado
US,US-TX,US-TX-091,Comal
US,US-TX,US-TX-093,Comanche
US,US-TX,US-TX-095,Concho
US,US-TX,US-TX-097,Cooke
US,US-TX,US-TX-099,Coryell
US,US-TX,US-TX-101,Cottle
US,US-TX,US-TX-103,Crane
US,US-TX,US-TX-105,Crockett
US,US-TX,US-TX-107,Crosby
US,US-TX,US-TX-109,Culberson
US,US-TX,US-TX-111,Dallam
US,US-TX,US-TX-113,Dallas
US,US-TX,US-TX-115,Dawson
US,US-TX,US-TX-117,Deaf Smith
US,US-TX,US-TX-119,Delta
US,US-TX,US-TX-121,Denton
US,US-TX,US-TX-123,DeWitt
US,US-TX,US-TX-125,Dickens
US,US-TX,US-TX-127,Dimmit
US,US-TX,US-TX-129,Donley
US,US-TX,US-TX-131,Duval
US,US-TX,US-TX-133,Eastland
US,US-TX,US-TX-135,Ector
US,US-TX,US-TX-137,Edwards
US,US-TX,US-TX-139,Ellis
US,US-TX,US-TX-141,El Paso
US,US-TX,US-TX-143,Erath
US,US-TX,US-TX-145,Falls
US,US-TX,US-TX-147,Fannin
US,US-TX,US-TX-149,Fayette
US,US-TX,US-TX-151,Fisher
US,US-TX,US-TX-153,Floyd
US,US-TX,US-TX-155,Foard
US,US-TX,US-TX-157,Fort Bend
US,US-TX,US-TX-159,Franklin
US,US-TX,US-TX-161,Freestone
US,US-TX,US-TX-163,Frio
US,US-TX,US-TX-165,Gaines
US,US-TX,US-TX-167,Galveston
US,US-TX,US-TX-169,Garza
US,US-TX,US-TX-171,Gillespie
US,US-TX,US-TX-173,Glasscock
US,US-TX,US-TX-175,Goliad
US,US-TX,US-TX-177,Gonzales
US,US-TX,US-TX-179,Gray
US,US-TX,US-TX-181,Grayson
US,US-TX,US-TX-183,Gregg
US,US-TX,US-TX-185,Grimes
US,US-TX,US-TX-187,Guadalupe
US,US-TX,US-TX-189,Hale
US,US-TX,US-TX-191,Hall
US,US-TX,US-TX-193,Hamilton
US,US-TX,US-TX-195,Hansford
US,US-TX,US-TX-197,Hardeman
US,US-TX,US-TX-199,Hardin
US,US-TX,US-TX-201,Harris
US,US-TX,US-TX-203,Harrison
US,US-TX,US-TX-205,Hartley
US,US-TX,US-TX-207,Haskell
US,US-TX,US-TX-209,Hays
US,US-TX,US-TX-211,Hemphill
US,US-TX,US-TX-213,Henderson
US,US-TX,US-TX-215,Hidalgo
US,US-TX,US-TX-217,Hill
US,US-TX,US-TX-219,Hockley
US,US-TX,US-TX-221,Hood
US,US-TX,US-TX-223,Hopkins
US,US-TX,US-TX-225,Houston
US,US-TX,US-TX-227,Howard
US,US-TX,US-TX-229,Hudspeth
US,US-TX,US-TX-231,Hunt
US,US-TX,US-TX-233,Hutchinson
US,US-TX,US-TX-235,Irion
US,US-TX,US-TX-237,Jack
US,US-TX,US-TX-239,Jackson
US,US-TX,US-TX-241,Jasper
US,US-TX,US-TX-243,Jeff Davis
US,US-TX,US-TX-245,Jefferson
US,US-TX,US-TX-247,Jim Hogg
US,US-TX,US-TX-249,Jim Wells
US,US-TX,US-TX-251,Johnson
US,US-TX,US-TX-253,Jones
US,US-TX,US-TX-255,Karnes
US,US-TX,US-TX-257,Kaufman
US,US-TX,US-TX-259,Kendall
US,US-TX,US-TX-261,Kenedy
US,US-TX,US-TX-263,Kent
US,US-TX,US-TX-265,Kerr
US,US-TX,US-TX-267,Kimble
US,US-TX,US-TX-269,King
US,US-TX,US-TX-271,Kinney
US,US-TX,US-TX-273,Kleberg
US,US-TX,US-TX-275,Knox
US,US-TX,US-TX-277,Lamar
US,US-TX,US-TX-279,Lamb
US,US-TX,US-TX-281,Lampasas
US,US-TX,US-TX-283,La Salle
US,US-TX,US-TX-285,Lavaca
US,US-TX,US-TX-287,Lee
US,US-TX,US-TX-289,Leon
US,US-TX,US-TX-291,Liberty
US,US-TX,US-TX-293,Limestone
US,US-TX,US-TX-295,Lipscomb
US,US-TX,US-TX-297,Live Oak
US,US-TX,US-TX-299,Llano
US,US-TX,US-TX-301,Loving
US,US-TX,US-TX-303,Lubbock
US,US-TX,US-TX-305,Lynn
US,US-TX,US-TX-307,McCulloch
US,US-TX,US-TX-309,McLennan
US,US-TX,US-TX-311,McMullen
US,US-TX,US-TX-313,Madison
US,US-TX,US-TX-315,Marion
US,US-TX,US-TX-317,Martin
US,US-TX,US-TX-319,Mason
US,US-TX,US-TX-321,Matagorda
US,US-TX,US-TX-323,Maverick
US,US-TX,US-TX-325,Medina
US,US-TX,US-TX-327,Menard
US,US-TX,US-TX-329,Midland
US,US-TX,US-TX-331,Milam
US,US-TX,US-TX-333,Mills
US,US-TX,US-TX-335,Mitchell
US,US-TX,US-TX-337,Montague
US,US-TX,US-TX-339,Montgomery
US,US-TX,US-TX-341,Moore
US,US-TX,US-TX-343,Morris
US,US-TX,US-TX-345,Motley
US,US-TX,US-TX-347,Nacogdoches
US,US-TX,US-TX-349,Navarro
US,US-TX,US-TX-351,Newton
US,US-TX,US-TX-353,Nolan
US,US-TX,US-TX-355,Nueces
US,US-TX,US-TX-357,Ochiltree
US,US-TX,US-TX-359,Oldham
US,US-TX,US-TX-361,Orange
US,US-TX,US-TX-363,Palo Pinto
US,US-TX,US-TX-365,Panola
US,US-TX,US-TX-367,Parker
US,US-TX,US-TX-369,Parmer
US,US-TX,US-TX-371,Pecos
US,US-TX,US-TX-373,Polk
US,US-TX,US-TX-375,Potter
US,US-TX,US-TX-377,Presidio
US,US-TX,US-TX-379,Rains
US,US-TX,US-TX-381,Randall
US,US-TX,US-TX-383,Reagan
US,US-TX,US-TX-385,Real
US,US-TX,US-TX-387,Red River
US,US-TX,US-TX-389,Reeves
US,US-TX,US-TX-391,Refugio
US,US-TX,US-TX-393,Roberts
US,US-TX,US-TX-395,Robertson
US,US-TX,US-TX-397,Rockwall
US,US-TX,US-TX-399,Runnels
US,US-TX,US-TX-401,Rusk
US,US-TX,US-TX-403,Sabine
US,US-TX,US-TX-405,San Augustine
US,US-TX,US-TX-407,San Jacinto
US,US-TX,US-TX-409,San Patricio
US,US-TX,US-TX-411,San Saba
US,US-TX,US-TX-413,Schleicher
US,US-TX,US-TX-415,Scurry
US,US-TX,US-TX-417,Shackelford
US,US-TX,US-TX-419,Shelby
US,US-TX,US-TX-421,Sherman
US,US-TX,US-TX-423,Smith
US,US-TX,US-TX-425,Somervell
US,US-TX,US-TX-427,Starr
US,US-TX,US-TX-429,Stephens
US,US-TX,US-TX-431,Sterling
US,US-TX,US-TX-433,Stonewall
US,US-TX,US-TX-435,Sutton
US,US-TX,US-TX-437,Swisher
US,US-TX,US-TX-439,Tarrant
US,US-TX,US-TX-441,Taylor
US,US-TX,US-TX-443,Terrell
US,US-TX,US-TX-445,Terry
US,US-TX,US-TX-447,Throckmorton
US,US-TX,US-TX-449,Titus
US,US-TX,US-TX-451,Tom Green
US,US-TX,US-TX-453,Travis
US,US-TX,US-TX-455,Trinity
US,US-TX,US-TX-457,Tyler
US,US-TX,US-TX-459,Upshur
US,US-TX,US-TX-461,Upton
US,US-TX,US-TX-463,Uvalde
US,US-TX,US-TX-465,Val Verde
US,US-TX,US-TX-467,Van Zandt
US,US-TX,US-TX-469,Victoria
US,US-TX,US-TX-471,Walker
US,US-TX,US-TX-473,Waller
US,US-TX,US-TX-475,Ward
US,US-TX,US-TX-477,Washington
US,US-TX,US-TX-479,Webb
US,US-TX,US-TX-481,Wharton
US,US-TX,US-TX-483,Wheeler
US,US-TX,US-TX-485,Wichita
US,US-TX,US-TX-487,Wilbarger
US,US-TX,US-TX-489,Willacy
US,US-TX,US-TX-491,Williamson
US,US-TX,US-TX-493,Wilson
US,US-TX,US-TX-495,Winkler
US,US-TX,US-TX-497,Wise
US,US-TX,US-TX-499,Wood
US,US-TX,US-TX-501,Yoakum
US,US-TX,US-TX-503,Young
US,US-TX,US-TX-505,Zapata
US,US-TX,US-TX-507,Zavala
US,US-UT,US-UT-001,Beaver
US,US-UT,US-UT-003,Box Elder
US,US-UT,US-UT-005,Cache
US,US-UT,US-UT-007,Carbon
US,US-UT,US-UT-009,Daggett
US,US-UT,US-UT-011,Davis
US,US-UT,US-UT-013,Duchesne
US,US-UT,US-UT-015,Emery
US,US-UT,US-UT-017,Garfield
US,US-UT,US-UT-019,Grand
US,US-UT,US-UT-021,Iron
US,US-UT,US-UT-023,Juab
US,US-UT,US-UT-025,Kane
US,US-UT,US-UT-027,Millard
US,US-UT,US-UT-029,Morgan
US,US-UT,US-UT-031,Piute
US,US-UT,US-UT-033,Rich
US,US-UT,US-UT-035,Salt Lake
US,US-UT,US-UT-037,San Juan
US,US-UT,US-UT-039,Sanpete
US,US-UT,US-UT-041,Sevier
US,US-UT,US-UT-043,Summit
US,US-UT,US-UT-045,Tooele
US,US-UT,US-UT-047,Uintah
US,US-UT,US-UT-049,Utah
US,US-UT,US-UT-051,Wasatch
US,US-UT,US-UT-053,Washington
US,US-UT,US-UT-055,Wayne
US,US-UT,US-UT-057,Weber
US,US-VA,US-VA-001,Accomack
US,US-VA,US-VA-003,Albemarle
US,US-VA,US-VA-005,Alleghany
US,US-VA,US-VA-007,Amelia
US,US-VA,US-VA-009,Amherst
US,US-VA,US-VA-011,Appomattox
US,US-VA,US-VA-013,Arlington
US,US-VA,US-VA-015,Augusta
US,US-VA,US-VA-017,Bath
US,US-VA,US-VA-019,Bedford
US,US-VA,US-VA-021,Bland
US,US-VA,US-VA-023,Botetourt
US,US-VA,US-VA-025,Brunswick
US,US-VA,US-VA-027,Buchanan
US,US-VA,US-VA-029,Buckingham
US,US-VA,US-VA-031,Campbell
US,US-VA,US-VA-033,Caroline
US,US-VA,US-VA-035,Carroll
US,US-VA,US-VA-036,Charles City
US,US-VA,US-VA-037,Charlotte
US,US-VA,US-VA-041,Chesterfield
US,US-VA,US-VA-043,Clarke
US,US-VA,US-VA-045,Craig
US,US-VA,US-VA-047,Culpeper
US,US-VA,US-VA-049,Cumberland
US,US-VA,US-VA-051,Dickenson
US,US-VA,US-VA-053,Dinwiddie
US,US-VA,US-VA-057,Essex
US,US-VA,US-VA-059,Fairfax
US,US-VA,US-VA-061,Fauquier
US,US-VA,US-VA-063,Floyd
US,US-VA,US-VA-065,Fluvanna
US,US-VA,US-VA-067,Franklin
US,US-VA,US-VA-069,Frederick
US,US-VA,US-VA-071,Giles
US,US-VA,US-VA-073,Gloucester
US,US-VA,US-VA-075,Goochland
US,US-VA,US-VA-077,Grayson
US,US-VA,US-VA-079,Greene
US,US-VA,US-VA-081,Greensville
US,US-VA,US-VA-083,Halifax
US,US-VA,US-VA-085,Hanover
US,US-VA,US-VA-087,Henrico
US,US-VA,US-VA-089,Henry
US,US-VA,US-VA-091,Highland
US,US-VA,US-VA-093,Isle of Wight
US,US-VA,US-VA-095,James City
US,US-VA,US-VA-097,King and Queen
US,US-VA,US-VA-099,King George
US,US-VA,US-VA-101,King William
US,US-VA,US-VA-103,Lancaster
US,US-VA,US-VA-105,Lee
US,US-VA,US-VA-107,Loudoun
US,US-VA,US-VA-109,Louisa
US,US-VA,US-VA-111,Lunenburg
US,US-VA,US-VA-113,Madison
US,US-VA,US-VA-115,Mathews
US,US-VA,US-VA-117,Mecklenburg
US,US-VA,US-VA-119,Middlesex
US,US-VA,US-VA-121,Montgomery
US,US-VA,US-VA-125,Nelson
US,US-VA,US-VA-127,New Kent
US,US-VA,US-VA-131,Northampton
US,US-VA,US-VA-133,Northumberland
US,US-VA,US-VA-135,Nottoway
US,US-VA,US-VA-137,Orange
US,US-VA,US-VA-139,Page
US,US-VA,US-VA-141,Patrick
US,US-VA,US-VA-143,Pittsylvania
US,US-VA,US-VA-145,Powhatan
US,US-VA,US-VA-147,Prince Edward
US,US-VA,US-VA-149,Prince George
US,US-VA,US-VA-153,Prince William
US,US-VA,US-VA-155,Pulaski
US,US-VA,US-VA-157,Rappahannock
US,US-VA,US-VA-159,Richmond
US,US-VA,US-VA-161,Roanoke
US,US-VA,US-VA-163,Rockbridge
US,US-VA,US-VA-165,Rockingham
US,US-VA,US-VA-167,Russell
US,US-VA,US-VA-169,Scott
US,US-VA,US-VA-171,Shenandoah
US,US-VA,US-VA-173,Smyth
US,US-VA,US-VA-175,Southampton
US,US-VA,US-VA-177,Spotsylvania
US,US-VA,US-VA-179,Stafford
US,US-VA,US-VA-181,Surry
US,US-VA,US-VA-183,Sussex
US,US-VA,US-VA-185,Tazewell
US,US-VA,US-VA-187,Warren
US,US-VA,US-VA-191,Washington
US,US-VA,US-VA-193,Westmoreland
US,US-VA,US-VA-195,Wise
US,US-VA,US-VA-197,Wythe
US,US-VA,US-VA-199,York
US,US-VA,US-VA-510,Alexandria
US,US-VA,US-VA-520,Bristol
US,US-VA,US-VA-530,Buena Vista
US,US-VA,US-VA-540,Charlottesville
US,US-VA,US-VA-550,Chesapeake
US,US-VA,US-VA-570,Colonial Heights
US,US-VA,US-VA-580,Covington
US,US-VA,US-VA-590,Danville
US,US-VA,US-VA-595,Emporia
US,US-VA,US-VA-600,Fairfax City
US,US-VA,US-VA-610,Falls Church
US,US-VA,US-VA-620,Franklin City
US,US-VA,US-VA-630,Fredericksburg
US,US-VA,US-VA-640,Galax
US,US-VA,US-VA-650,Hampton
US,US-VA,US-VA-660,Harrisonburg
US,US-VA,US-VA-670,Hopewell
US,US-VA,US-VA-678,Lexington
US,US-VA,US-VA-680,Lynchburg
US,US-VA,US-VA-683,Manassas
US,US-VA,US-VA-685,Manassas Park
US,US-VA,US-VA-690,Martinsville
US,US-VA,US-VA-700,Newport News
US,US-VA,US-VA-710,Norfolk
US,US-VA,US-VA-720,Norton
US,US-VA,US-VA-730,Petersburg
US,US-VA,US-VA-735,Poquoson
US,US-VA,US-VA-740,Portsmouth
US,US-VA,US-VA-750,Radford
US,US-VA,US-VA-760,Richmond City
US,US-VA,US-VA-770,Roanoke City
US,US-VA,US-VA-775,Salem
US,US-VA,US-VA-790,Staunton
US,US-VA,US-VA-800,Suffolk
US,US-VA,US-VA-810,Virginia Beach
US,US-VA,US-VA-820,Waynesboro
US,US-VA,US-VA-830,Williamsburg
US,US-VA,US-VA-840,Winchester
US,US-VT,US-VT-001,Addison
US,US-VT,US-VT-003,Bennington
US,US-VT,US-VT-005,Caledonia
US,US-VT,US-VT-007,Chittenden
US,US-VT,US-VT-009,Essex
US,US-VT,US-VT-011,Franklin
US,US-VT,US-VT-013,Grand Isle
US,US-VT,US-VT-015,Lamoille
US,US-VT,US-VT-017,Orange
US,US-VT,US-VT-019,Orleans
US,US-VT,US-VT-021,Rutland
US,US-VT,US-VT-023,Washington
US,US-VT,US-VT-025,Windham
US,US-VT,US-VT-027,Windsor
US,US-WA,US-WA-001,Adams
US,US-WA,US-WA-003,Asotin
US,US-WA,US-WA-005,Benton
US,US-WA,US-WA-007,Chelan
US,US-WA,US-WA-009,Clallam
US,US-WA,US-WA-011,Clark
US,US-WA,US-WA-013,Columbia
US,US-WA,US-WA-015,Cowlitz
US,US-WA,US-WA-017,Douglas
US,US-WA,US-WA-019,Ferry
US,US-WA,US-WA-021,Franklin
US,US-WA,US-WA-023,Garfield
US,US-WA,US-WA-025,Grant
US,US-WA,US-WA-027,Grays Harbor
US,US-WA,US-WA-029,Island
US,US-WA,US-WA-031,Jefferson
US,US-WA,US-WA-033,King
US,US-WA,US-WA-035,Kitsap
US,US-WA,US-WA-037,Kittitas
US,US-WA,US-WA-039,Klickitat
US,US-WA,US-WA-041,Lewis
US,US-WA,US-WA-043,Lincoln
US,US-WA,US-WA-045,Mason
US,US-WA,US-WA-047,Okanogan
US,US-WA,US-WA-049,Pacific
US,US-WA,US-WA-051,Pend Oreille
US,US-WA,US-WA-053,Pierce
US,US-WA,US-WA-055,San Juan
US,US-WA,US-WA-057,Skagit
US,US-WA,US-WA-059,Skamania
US,US-WA,US-WA-061,Snohomish
US,US-WA,US-WA-063,Spokane
US,US-WA,US-WA-065,Stevens
US,US-WA,US-WA-067,Thurston
US,US-WA,US-WA-069,Wahkiakum
US,US-WA,US-WA-071,Walla Walla
US,US-WA,US-WA-073,Whatcom
US,US-WA,US-WA-075,Whitman
US,US-WA,US-WA-077,Yakima
US,US-WI,US-WI-001,Adams
US,US-WI,US-WI-003,Ashland
US,US-WI,US-WI-005,Barron
US,US-WI,US-WI-007,Bayfield
US,US-WI,US-WI-009,Brown
US,US-WI,US-WI-011,Buffalo
US,US-WI,US-WI-013,Burnett
US,US-WI,US-WI-015,Calumet
US,US-WI,US-WI-017,Chippewa
US,US-WI,US-WI-019,Clark
US,US-WI,US-WI-021,Columbia
US,US-WI,US-WI-023,Crawford
US,US-WI,US-WI-025,Dane
US,US-WI,US-WI-027,Dodge
US,US-WI,US-WI-029,Door
US,US-WI,US-WI-031,Douglas
US,US-WI,US-WI-033,Dunn
US,US-WI,US-WI-035,Eau Claire
US,US-WI,US-WI-037,Florence
US,US-WI,US-WI-039,Fond du Lac
US,US-WI,US-WI-041,Forest
US,US-WI,US-WI-043,Grant
US,US-WI,US-WI-045,Green
US,US-WI,US-WI-047,Green Lake
US,US-WI,US-WI-049,Iowa
US,US-WI,US-WI-051,Iron
US,US-WI,US-WI-053,Jackson
US,US-WI,US-WI-055,Jefferson
US,US-WI,US-WI-057,Juneau
US,US-WI,US-WI-059,Kenosha
US,US-WI,US-WI-061,Kewaunee
US,US-WI,US-WI-063,La Crosse
US,US-WI,US-WI-065,Lafayette
US,US-WI,US-WI-067,Langlade
US,US-WI,US-WI-069,Lincoln
US,US-WI,US-WI-071,Manitowoc
US,US-WI,US-WI-073,Marathon
US,US-WI,US-WI-075,Marinette
US,US-WI,US-WI-077,Marquette
US,US-WI,US-WI-078,Menominee
US,US-WI,US-WI-079,Milwaukee
US,US-WI,US-WI-081,Monroe
US,US-WI,US-WI-083,Oconto
US,US-WI,US-WI-085,Oneida
US,US-WI,US-WI-087,Outagamie
US,US-WI,US-WI-089,Ozaukee
US,US-WI,US-WI-091,Pepin
US,US-WI,US-WI-093,Pierce
US,US-WI,US-WI-095,Polk
US,US-WI,US-WI-097,Portage
US,US-WI,US-WI-099,Price
US,US-WI,US-WI-101,Racine
US,US-WI,US-WI-103,Richland
US,US-WI,US-WI-105,Rock
US,US-WI,US-WI-107,Rusk
US,US-WI,US-WI-109,St. Croix
US,US-WI,US-WI-111,Sauk
US,US-WI,US-WI-113,Sawyer
US,US-WI,US-WI-115,Shawano
US,US-WI,US-WI-117,Sheboygan
US,US-WI,US-WI-119,Taylor
US,US-WI,US-WI-121,Trempealeau
US,US-WI,US-WI-123,Vernon
US,US-WI,US-WI-125,Vilas
US,US-WI,US-WI-127,Walworth
US,US-WI,US-WI-129,Washburn
US,US-WI,US-WI-131,Washington
US,US-WI,US-WI-133,Waukesha
US,US-WI,US-WI-135,Waupaca
US,US-WI,US-WI-137,Waushara
US,US-WI,US-WI-139,Winnebago
US,US-WI,US-WI-141,Wood
US,US-WV,US-WV-001,Barbour
US,US-WV,US-WV-003,Berkeley
US,US-WV,US-WV-005,Boone
US,US-WV,US-WV-007,Braxton
US,US-WV,US-WV-009,Brooke
US,US-WV,US-WV-011,Cabell
US,US-WV,US-WV-013,Calhoun
US,US-WV,US-WV-015,Clay
US,US-WV,US-WV-017,Doddridge
US,US-WV,US-WV-019,Fayette
US,US-WV,US-WV-021,Gilmer
US,US-WV,US-WV-023,Grant
US,US-WV,US-WV-025,Greenbrier
US,US-WV,US-WV-027,Hampshire
US,US-WV,US-WV-029,Hancock
US,US-WV,US-WV-031,Hardy
US,US-WV,US-WV-033,Harrison
US,US-WV,US-WV-035,Jackson
US,US-WV,US-WV-037,Jefferson
US,US-WV,US-WV-039,Kanawha
US,US-WV,US-WV-041,Lewis
US,US-WV,US-WV-043,Lincoln
US,US-WV,US-WV-045,Logan
US,US-WV,US-WV-047,McDowell
US,US-WV,US-WV-049,Marion
US,US-WV,US-WV-051,Marshall
US,US-WV,US-WV-053,Mason
US,US-WV,US-WV-055,Mercer
US,US-WV,US-WV-057,Mineral
US,US-WV,US-WV-059,Mingo
US,US-WV,US-WV-061,Monongalia
US,US-WV,US-WV-063,Monroe
US,US-WV,US-WV-065,Morgan
US,US-WV,US-WV-067,Nicholas
US,US-WV,US-WV-069,Ohio
US,US-WV,US-WV-071,Pendleton
US,US-WV,US-WV-073,Pleasants
US,US-WV,US-WV-075,Pocahontas
US,US-WV,US-WV-077,Preston
US,US-WV,US-WV-079,Putnam
US,US-WV,US-WV-081,Raleigh
US,US-WV,US-WV-083,Randolph
US,US-WV,US-WV-085,Ritchie
US,US-WV,US-WV-087,Roane
US,US-WV,US-WV-089,Summers
US,US-WV,US-WV-091,Taylor
US,US-WV,US-WV-093,Tucker
US,US-WV,US-WV-095,Tyler
US,US-WV,US-WV-097,Upshur
US,US-WV,US-WV-099,Wayne
US,US-WV,US-WV-101,Webster
US,US-WV,US-WV-103,Wetzel
US,US-WV,US-WV-105,Wirt
US,US-WV,US-WV-107,Wood
US,US-WV,US-WV-109,Wyoming
US,US-WY,US-WY-001,Albany
US,US-WY,US-WY-003,Big Horn
US,US-WY,US-WY-005,Campbell
US,US-WY,US-WY-007,Carbon
US,US-WY,US-WY-009,Converse
US,US-WY,US-WY-011,Crook
US,US-WY,US-WY-013,Fremont
US,US-WY,US-WY-015,Goshen
US,US-WY,US-WY-017,Hot Springs
US,US-WY,US-WY-019,Johnson
US,US-WY,US-WY-021,Laramie
US,US-WY,US-WY-023,Lincoln
US,US-WY,US-WY-025,Natrona
US,US-WY,US-WY-027,Niobrara
US,US-WY,US-WY-029,Park
US,US-WY,US-WY-031,Platte
US,US-WY,US-WY-033,Sheridan
US,US-WY,US-WY-035,Sublette
US,US-WY,US-WY-037,Sweetwater
US,US-WY,US-WY-039,Teton
US,US-WY,US-WY-041,Uinta
US,US-WY,US-WY-043,Washakie
US,US-WY,US-WY-045,Weston
